<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-9.18,1,20180903,110100,108910.0000000,109040.0000000,108900.0000000,109010.0000000,477
SPFB.RTS-9.18,1,20180903,110200,109010.0000000,109120.0000000,109010.0000000,109120.0000000,645
SPFB.RTS-9.18,1,20180903,110300,109100.0000000,109240.0000000,109100.0000000,109130.0000000,1275
SPFB.RTS-9.18,1,20180903,110400,109150.0000000,109180.0000000,109100.0000000,109120.0000000,660
SPFB.RTS-9.18,1,20180903,110500,109110.0000000,109180.0000000,109100.0000000,109110.0000000,399
SPFB.RTS-9.18,1,20180903,110600,109120.0000000,109220.0000000,109100.0000000,109170.0000000,504
SPFB.RTS-9.18,1,20180903,110700,109170.0000000,109170.0000000,109110.0000000,109160.0000000,196
SPFB.RTS-9.18,1,20180903,110800,109160.0000000,109180.0000000,109120.0000000,109180.0000000,156
SPFB.RTS-9.18,1,20180903,110900,109190.0000000,109340.0000000,109180.0000000,109260.0000000,1943
SPFB.RTS-9.18,1,20180903,111000,109270.0000000,109340.0000000,109200.0000000,109220.0000000,929
SPFB.RTS-9.18,1,20180903,111100,109210.0000000,109210.0000000,109160.0000000,109190.0000000,307
SPFB.RTS-9.18,1,20180903,111200,109190.0000000,109220.0000000,109140.0000000,109200.0000000,270
SPFB.RTS-9.18,1,20180903,111300,109200.0000000,109230.0000000,109160.0000000,109160.0000000,211
SPFB.RTS-9.18,1,20180903,111400,109160.0000000,109220.0000000,109150.0000000,109190.0000000,182
SPFB.RTS-9.18,1,20180903,111500,109190.0000000,109210.0000000,109140.0000000,109140.0000000,190
SPFB.RTS-9.18,1,20180903,111600,109160.0000000,109170.0000000,109060.0000000,109080.0000000,736
SPFB.RTS-9.18,1,20180903,111700,109070.0000000,109090.0000000,109050.0000000,109050.0000000,277
SPFB.RTS-9.18,1,20180903,111800,109050.0000000,109050.0000000,108850.0000000,108920.0000000,2021
SPFB.RTS-9.18,1,20180903,111900,108910.0000000,108930.0000000,108780.0000000,108840.0000000,1056
SPFB.RTS-9.18,1,20180903,112000,108830.0000000,108930.0000000,108820.0000000,108930.0000000,499
SPFB.RTS-9.18,1,20180903,112100,108930.0000000,108940.0000000,108900.0000000,108920.0000000,138
SPFB.RTS-9.18,1,20180903,112200,108920.0000000,108940.0000000,108890.0000000,108930.0000000,366
SPFB.RTS-9.18,1,20180903,112300,108940.0000000,108950.0000000,108900.0000000,108940.0000000,153
SPFB.RTS-9.18,1,20180903,112400,108930.0000000,108940.0000000,108780.0000000,108810.0000000,862
SPFB.RTS-9.18,1,20180903,112500,108810.0000000,108810.0000000,108680.0000000,108720.0000000,1685
SPFB.RTS-9.18,1,20180903,112600,108720.0000000,108890.0000000,108720.0000000,108890.0000000,537
SPFB.RTS-9.18,1,20180903,112700,108880.0000000,108900.0000000,108850.0000000,108890.0000000,259
SPFB.RTS-9.18,1,20180903,112800,108890.0000000,108950.0000000,108880.0000000,108940.0000000,280
SPFB.RTS-9.18,1,20180903,112900,108930.0000000,108950.0000000,108890.0000000,108910.0000000,284
SPFB.RTS-9.18,1,20180903,113000,108900.0000000,108940.0000000,108860.0000000,108920.0000000,593
SPFB.RTS-9.18,1,20180903,113100,108930.0000000,108980.0000000,108880.0000000,108910.0000000,400
SPFB.RTS-9.18,1,20180903,113200,108900.0000000,108940.0000000,108890.0000000,108920.0000000,185
SPFB.RTS-9.18,1,20180903,113300,108910.0000000,108930.0000000,108880.0000000,108910.0000000,265
SPFB.RTS-9.18,1,20180903,113400,108910.0000000,108950.0000000,108880.0000000,108910.0000000,191
SPFB.RTS-9.18,1,20180903,113500,108910.0000000,108920.0000000,108890.0000000,108900.0000000,82
SPFB.RTS-9.18,1,20180903,113600,108900.0000000,108910.0000000,108870.0000000,108890.0000000,127
SPFB.RTS-9.18,1,20180903,113700,108890.0000000,108910.0000000,108870.0000000,108880.0000000,126
SPFB.RTS-9.18,1,20180903,113800,108890.0000000,108940.0000000,108870.0000000,108940.0000000,131
SPFB.RTS-9.18,1,20180903,113900,108940.0000000,108960.0000000,108930.0000000,108930.0000000,203
SPFB.RTS-9.18,1,20180903,114000,108940.0000000,108940.0000000,108880.0000000,108930.0000000,164
SPFB.RTS-9.18,1,20180903,114100,108930.0000000,108970.0000000,108920.0000000,108960.0000000,241
SPFB.RTS-9.18,1,20180903,114200,108950.0000000,108980.0000000,108910.0000000,108970.0000000,382
SPFB.RTS-9.18,1,20180903,114300,108980.0000000,108980.0000000,108830.0000000,108850.0000000,367
SPFB.RTS-9.18,1,20180903,114400,108850.0000000,108890.0000000,108810.0000000,108810.0000000,293
SPFB.RTS-9.18,1,20180903,114500,108810.0000000,108820.0000000,108730.0000000,108770.0000000,571
SPFB.RTS-9.18,1,20180903,114600,108790.0000000,108820.0000000,108750.0000000,108770.0000000,226
SPFB.RTS-9.18,1,20180903,114700,108760.0000000,108810.0000000,108750.0000000,108760.0000000,318
SPFB.RTS-9.18,1,20180903,114800,108770.0000000,108800.0000000,108760.0000000,108770.0000000,216
SPFB.RTS-9.18,1,20180903,114900,108790.0000000,108870.0000000,108760.0000000,108810.0000000,670
SPFB.RTS-9.18,1,20180903,115000,108810.0000000,108910.0000000,108800.0000000,108910.0000000,373
SPFB.RTS-9.18,1,20180903,115100,108900.0000000,108910.0000000,108870.0000000,108890.0000000,156
SPFB.RTS-9.18,1,20180903,115200,108890.0000000,108900.0000000,108860.0000000,108870.0000000,131
SPFB.RTS-9.18,1,20180903,115300,108860.0000000,108880.0000000,108850.0000000,108870.0000000,100
SPFB.RTS-9.18,1,20180903,115400,108870.0000000,108890.0000000,108860.0000000,108890.0000000,118
SPFB.RTS-9.18,1,20180903,115500,108880.0000000,108890.0000000,108820.0000000,108860.0000000,205
SPFB.RTS-9.18,1,20180903,115600,108850.0000000,108860.0000000,108770.0000000,108790.0000000,275
SPFB.RTS-9.18,1,20180903,115700,108780.0000000,108790.0000000,108570.0000000,108630.0000000,2679
SPFB.RTS-9.18,1,20180903,115800,108640.0000000,108660.0000000,108610.0000000,108630.0000000,431
SPFB.RTS-9.18,1,20180903,115900,108630.0000000,108640.0000000,108550.0000000,108570.0000000,929
SPFB.RTS-9.18,1,20180903,120000,108580.0000000,108670.0000000,108550.0000000,108670.0000000,722
SPFB.RTS-9.18,1,20180903,120100,108660.0000000,108720.0000000,108650.0000000,108690.0000000,390
SPFB.RTS-9.18,1,20180903,120200,108680.0000000,108690.0000000,108600.0000000,108640.0000000,409
SPFB.RTS-9.18,1,20180903,120300,108620.0000000,108620.0000000,108520.0000000,108520.0000000,748
SPFB.RTS-9.18,1,20180903,120400,108540.0000000,108570.0000000,108530.0000000,108570.0000000,489
SPFB.RTS-9.18,1,20180903,120500,108560.0000000,108570.0000000,108430.0000000,108460.0000000,1648
SPFB.RTS-9.18,1,20180903,120600,108460.0000000,108490.0000000,108430.0000000,108460.0000000,1519
SPFB.RTS-9.18,1,20180903,120700,108450.0000000,108530.0000000,108440.0000000,108520.0000000,566
SPFB.RTS-9.18,1,20180903,120800,108530.0000000,108540.0000000,108510.0000000,108540.0000000,350
SPFB.RTS-9.18,1,20180903,120900,108540.0000000,108590.0000000,108530.0000000,108590.0000000,414
SPFB.RTS-9.18,1,20180903,121000,108590.0000000,108650.0000000,108550.0000000,108640.0000000,580
SPFB.RTS-9.18,1,20180903,121100,108630.0000000,108690.0000000,108620.0000000,108660.0000000,434
SPFB.RTS-9.18,1,20180903,121200,108660.0000000,108720.0000000,108640.0000000,108670.0000000,528
SPFB.RTS-9.18,1,20180903,121300,108680.0000000,108690.0000000,108630.0000000,108690.0000000,237
SPFB.RTS-9.18,1,20180903,121400,108680.0000000,108700.0000000,108630.0000000,108700.0000000,248
SPFB.RTS-9.18,1,20180903,121500,108700.0000000,108720.0000000,108670.0000000,108710.0000000,389
SPFB.RTS-9.18,1,20180903,121600,108710.0000000,108770.0000000,108710.0000000,108720.0000000,737
SPFB.RTS-9.18,1,20180903,121700,108730.0000000,108730.0000000,108640.0000000,108660.0000000,501
SPFB.RTS-9.18,1,20180903,121800,108660.0000000,108680.0000000,108640.0000000,108670.0000000,177
SPFB.RTS-9.18,1,20180903,121900,108660.0000000,108720.0000000,108650.0000000,108680.0000000,192
SPFB.RTS-9.18,1,20180903,122000,108670.0000000,108670.0000000,108620.0000000,108640.0000000,289
SPFB.RTS-9.18,1,20180903,122100,108650.0000000,108670.0000000,108610.0000000,108670.0000000,238
SPFB.RTS-9.18,1,20180903,122200,108660.0000000,108730.0000000,108650.0000000,108660.0000000,240
SPFB.RTS-9.18,1,20180903,122300,108680.0000000,108740.0000000,108650.0000000,108730.0000000,186
SPFB.RTS-9.18,1,20180903,122400,108740.0000000,108750.0000000,108690.0000000,108690.0000000,92
SPFB.RTS-9.18,1,20180903,122500,108700.0000000,108720.0000000,108670.0000000,108680.0000000,197
SPFB.RTS-9.18,1,20180903,122600,108680.0000000,108700.0000000,108620.0000000,108700.0000000,220
SPFB.RTS-9.18,1,20180903,122700,108700.0000000,108730.0000000,108690.0000000,108720.0000000,101
SPFB.RTS-9.18,1,20180903,122800,108710.0000000,108710.0000000,108650.0000000,108680.0000000,65
SPFB.RTS-9.18,1,20180903,122900,108690.0000000,108690.0000000,108620.0000000,108640.0000000,129
SPFB.RTS-9.18,1,20180903,123000,108640.0000000,108650.0000000,108580.0000000,108640.0000000,411
SPFB.RTS-9.18,1,20180903,123100,108640.0000000,108720.0000000,108630.0000000,108680.0000000,177
SPFB.RTS-9.18,1,20180903,123200,108680.0000000,108690.0000000,108650.0000000,108650.0000000,54
SPFB.RTS-9.18,1,20180903,123300,108650.0000000,108670.0000000,108650.0000000,108670.0000000,30
SPFB.RTS-9.18,1,20180903,123400,108680.0000000,108680.0000000,108660.0000000,108680.0000000,26
SPFB.RTS-9.18,1,20180903,123500,108670.0000000,108670.0000000,108630.0000000,108660.0000000,91
SPFB.RTS-9.18,1,20180903,123600,108640.0000000,108650.0000000,108580.0000000,108600.0000000,185
SPFB.RTS-9.18,1,20180903,123700,108610.0000000,108640.0000000,108590.0000000,108610.0000000,81
SPFB.RTS-9.18,1,20180903,123800,108630.0000000,108690.0000000,108620.0000000,108680.0000000,257
SPFB.RTS-9.18,1,20180903,123900,108690.0000000,108700.0000000,108630.0000000,108650.0000000,124
SPFB.RTS-9.18,1,20180903,124000,108630.0000000,108630.0000000,108560.0000000,108580.0000000,279
SPFB.RTS-9.18,1,20180903,124100,108580.0000000,108580.0000000,108510.0000000,108540.0000000,518
SPFB.RTS-9.18,1,20180903,124200,108530.0000000,108530.0000000,108400.0000000,108460.0000000,849
SPFB.RTS-9.18,1,20180903,124300,108450.0000000,108490.0000000,108420.0000000,108480.0000000,256
SPFB.RTS-9.18,1,20180903,124400,108480.0000000,108490.0000000,108380.0000000,108410.0000000,433
SPFB.RTS-9.18,1,20180903,124500,108400.0000000,108450.0000000,108380.0000000,108430.0000000,464
SPFB.RTS-9.18,1,20180903,124600,108420.0000000,108420.0000000,108400.0000000,108410.0000000,119
SPFB.RTS-9.18,1,20180903,124700,108400.0000000,108470.0000000,108400.0000000,108450.0000000,205
SPFB.RTS-9.18,1,20180903,124800,108450.0000000,108490.0000000,108430.0000000,108460.0000000,204
SPFB.RTS-9.18,1,20180903,124900,108470.0000000,108480.0000000,108440.0000000,108460.0000000,143
SPFB.RTS-9.18,1,20180903,125000,108450.0000000,108450.0000000,108410.0000000,108450.0000000,165
SPFB.RTS-9.18,1,20180903,125100,108430.0000000,108450.0000000,108410.0000000,108410.0000000,149
SPFB.RTS-9.18,1,20180903,125200,108400.0000000,108410.0000000,108320.0000000,108370.0000000,964
SPFB.RTS-9.18,1,20180903,125300,108360.0000000,108450.0000000,108330.0000000,108440.0000000,361
SPFB.RTS-9.18,1,20180903,125400,108430.0000000,108450.0000000,108380.0000000,108410.0000000,244
SPFB.RTS-9.18,1,20180903,125500,108420.0000000,108490.0000000,108410.0000000,108460.0000000,204
SPFB.RTS-9.18,1,20180903,125600,108470.0000000,108470.0000000,108390.0000000,108400.0000000,217
SPFB.RTS-9.18,1,20180903,125700,108400.0000000,108430.0000000,108400.0000000,108410.0000000,117
SPFB.RTS-9.18,1,20180903,125800,108420.0000000,108450.0000000,108410.0000000,108440.0000000,76
SPFB.RTS-9.18,1,20180903,125900,108450.0000000,108450.0000000,108400.0000000,108410.0000000,111
SPFB.RTS-9.18,1,20180903,130000,108400.0000000,108430.0000000,108360.0000000,108360.0000000,423
SPFB.RTS-9.18,1,20180903,130100,108360.0000000,108390.0000000,108310.0000000,108370.0000000,484
SPFB.RTS-9.18,1,20180903,130200,108370.0000000,108390.0000000,108250.0000000,108270.0000000,1011
SPFB.RTS-9.18,1,20180903,130300,108270.0000000,108370.0000000,108260.0000000,108280.0000000,986
SPFB.RTS-9.18,1,20180903,130400,108290.0000000,108390.0000000,108280.0000000,108370.0000000,407
SPFB.RTS-9.18,1,20180903,130500,108370.0000000,108370.0000000,108310.0000000,108320.0000000,300
SPFB.RTS-9.18,1,20180903,130600,108320.0000000,108350.0000000,108290.0000000,108330.0000000,259
SPFB.RTS-9.18,1,20180903,130700,108330.0000000,108350.0000000,108310.0000000,108320.0000000,276
SPFB.RTS-9.18,1,20180903,130800,108320.0000000,108350.0000000,108310.0000000,108340.0000000,98
SPFB.RTS-9.18,1,20180903,130900,108340.0000000,108390.0000000,108340.0000000,108370.0000000,132
SPFB.RTS-9.18,1,20180903,131000,108390.0000000,108430.0000000,108350.0000000,108410.0000000,473
SPFB.RTS-9.18,1,20180903,131100,108400.0000000,108440.0000000,108370.0000000,108440.0000000,250
SPFB.RTS-9.18,1,20180903,131200,108440.0000000,108520.0000000,108430.0000000,108510.0000000,777
SPFB.RTS-9.18,1,20180903,131300,108500.0000000,108540.0000000,108490.0000000,108530.0000000,267
SPFB.RTS-9.18,1,20180903,131400,108530.0000000,108530.0000000,108490.0000000,108500.0000000,288
SPFB.RTS-9.18,1,20180903,131500,108500.0000000,108520.0000000,108460.0000000,108520.0000000,245
SPFB.RTS-9.18,1,20180903,131600,108520.0000000,108540.0000000,108450.0000000,108460.0000000,383
SPFB.RTS-9.18,1,20180903,131700,108450.0000000,108500.0000000,108430.0000000,108500.0000000,192
SPFB.RTS-9.18,1,20180903,131800,108500.0000000,108570.0000000,108500.0000000,108540.0000000,648
SPFB.RTS-9.18,1,20180903,131900,108530.0000000,108540.0000000,108510.0000000,108530.0000000,110
SPFB.RTS-9.18,1,20180903,132000,108520.0000000,108520.0000000,108490.0000000,108520.0000000,221
SPFB.RTS-9.18,1,20180903,132100,108530.0000000,108550.0000000,108510.0000000,108550.0000000,204
SPFB.RTS-9.18,1,20180903,132200,108550.0000000,108630.0000000,108540.0000000,108590.0000000,576
SPFB.RTS-9.18,1,20180903,132300,108600.0000000,108610.0000000,108510.0000000,108520.0000000,305
SPFB.RTS-9.18,1,20180903,132400,108520.0000000,108600.0000000,108520.0000000,108550.0000000,225
SPFB.RTS-9.18,1,20180903,132500,108550.0000000,108570.0000000,108530.0000000,108540.0000000,115
SPFB.RTS-9.18,1,20180903,132600,108550.0000000,108560.0000000,108520.0000000,108520.0000000,109
SPFB.RTS-9.18,1,20180903,132700,108520.0000000,108540.0000000,108490.0000000,108510.0000000,153
SPFB.RTS-9.18,1,20180903,132800,108500.0000000,108510.0000000,108460.0000000,108470.0000000,287
SPFB.RTS-9.18,1,20180903,132900,108460.0000000,108520.0000000,108460.0000000,108520.0000000,137
SPFB.RTS-9.18,1,20180903,133000,108520.0000000,108520.0000000,108460.0000000,108490.0000000,200
SPFB.RTS-9.18,1,20180903,133100,108480.0000000,108500.0000000,108470.0000000,108480.0000000,80
SPFB.RTS-9.18,1,20180903,133200,108480.0000000,108500.0000000,108470.0000000,108500.0000000,131
SPFB.RTS-9.18,1,20180903,133300,108500.0000000,108550.0000000,108500.0000000,108520.0000000,313
SPFB.RTS-9.18,1,20180903,133400,108530.0000000,108530.0000000,108470.0000000,108470.0000000,175
SPFB.RTS-9.18,1,20180903,133500,108470.0000000,108480.0000000,108430.0000000,108440.0000000,314
SPFB.RTS-9.18,1,20180903,133600,108440.0000000,108450.0000000,108340.0000000,108350.0000000,671
SPFB.RTS-9.18,1,20180903,133700,108350.0000000,108390.0000000,108310.0000000,108360.0000000,796
SPFB.RTS-9.18,1,20180903,133800,108360.0000000,108380.0000000,108320.0000000,108380.0000000,124
SPFB.RTS-9.18,1,20180903,133900,108380.0000000,108390.0000000,108340.0000000,108370.0000000,212
SPFB.RTS-9.18,1,20180903,134000,108370.0000000,108390.0000000,108330.0000000,108340.0000000,194
SPFB.RTS-9.18,1,20180903,134100,108340.0000000,108370.0000000,108340.0000000,108340.0000000,55
SPFB.RTS-9.18,1,20180903,134200,108340.0000000,108370.0000000,108340.0000000,108370.0000000,51
SPFB.RTS-9.18,1,20180903,134300,108370.0000000,108430.0000000,108360.0000000,108410.0000000,230
SPFB.RTS-9.18,1,20180903,134400,108410.0000000,108500.0000000,108400.0000000,108470.0000000,379
SPFB.RTS-9.18,1,20180903,134500,108480.0000000,108540.0000000,108450.0000000,108510.0000000,399
SPFB.RTS-9.18,1,20180903,134600,108510.0000000,108550.0000000,108510.0000000,108530.0000000,106
SPFB.RTS-9.18,1,20180903,134700,108540.0000000,108590.0000000,108520.0000000,108520.0000000,318
SPFB.RTS-9.18,1,20180903,134800,108520.0000000,108540.0000000,108500.0000000,108530.0000000,119
SPFB.RTS-9.18,1,20180903,134900,108520.0000000,108520.0000000,108480.0000000,108500.0000000,224
SPFB.RTS-9.18,1,20180903,135000,108490.0000000,108500.0000000,108480.0000000,108490.0000000,75
SPFB.RTS-9.18,1,20180903,135100,108490.0000000,108490.0000000,108460.0000000,108480.0000000,70
SPFB.RTS-9.18,1,20180903,135200,108470.0000000,108510.0000000,108460.0000000,108510.0000000,157
SPFB.RTS-9.18,1,20180903,135300,108500.0000000,108550.0000000,108500.0000000,108550.0000000,104
SPFB.RTS-9.18,1,20180903,135400,108550.0000000,108550.0000000,108480.0000000,108500.0000000,276
SPFB.RTS-9.18,1,20180903,135500,108500.0000000,108500.0000000,108460.0000000,108470.0000000,69
SPFB.RTS-9.18,1,20180903,135600,108490.0000000,108540.0000000,108480.0000000,108540.0000000,74
SPFB.RTS-9.18,1,20180903,135700,108540.0000000,108570.0000000,108530.0000000,108540.0000000,133
SPFB.RTS-9.18,1,20180903,135800,108520.0000000,108620.0000000,108520.0000000,108590.0000000,272
SPFB.RTS-9.18,1,20180903,135900,108590.0000000,108620.0000000,108550.0000000,108620.0000000,306
SPFB.RTS-9.18,1,20180903,140500,108620.0000000,108680.0000000,108600.0000000,108650.0000000,776
SPFB.RTS-9.18,1,20180903,140600,108660.0000000,108690.0000000,108640.0000000,108650.0000000,377
SPFB.RTS-9.18,1,20180903,140700,108650.0000000,108670.0000000,108630.0000000,108650.0000000,145
SPFB.RTS-9.18,1,20180903,140800,108650.0000000,108660.0000000,108550.0000000,108570.0000000,1016
SPFB.RTS-9.18,1,20180903,140900,108570.0000000,108570.0000000,108520.0000000,108520.0000000,255
SPFB.RTS-9.18,1,20180903,141000,108520.0000000,108560.0000000,108510.0000000,108530.0000000,405
SPFB.RTS-9.18,1,20180903,141100,108530.0000000,108560.0000000,108510.0000000,108550.0000000,377
SPFB.RTS-9.18,1,20180903,141200,108540.0000000,108540.0000000,108480.0000000,108500.0000000,388
SPFB.RTS-9.18,1,20180903,141300,108500.0000000,108540.0000000,108500.0000000,108540.0000000,150
SPFB.RTS-9.18,1,20180903,141400,108540.0000000,108600.0000000,108530.0000000,108560.0000000,332
SPFB.RTS-9.18,1,20180903,141500,108580.0000000,108610.0000000,108570.0000000,108610.0000000,169
SPFB.RTS-9.18,1,20180903,141600,108600.0000000,108610.0000000,108530.0000000,108550.0000000,293
SPFB.RTS-9.18,1,20180903,141700,108540.0000000,108580.0000000,108540.0000000,108580.0000000,147
SPFB.RTS-9.18,1,20180903,141800,108570.0000000,108630.0000000,108560.0000000,108570.0000000,318
SPFB.RTS-9.18,1,20180903,141900,108560.0000000,108560.0000000,108530.0000000,108530.0000000,115
SPFB.RTS-9.18,1,20180903,142000,108520.0000000,108560.0000000,108520.0000000,108560.0000000,150
SPFB.RTS-9.18,1,20180903,142100,108570.0000000,108570.0000000,108540.0000000,108540.0000000,105
SPFB.RTS-9.18,1,20180903,142200,108540.0000000,108580.0000000,108510.0000000,108580.0000000,363
SPFB.RTS-9.18,1,20180903,142300,108570.0000000,108590.0000000,108560.0000000,108580.0000000,78
SPFB.RTS-9.18,1,20180903,142400,108580.0000000,108620.0000000,108560.0000000,108600.0000000,263
SPFB.RTS-9.18,1,20180903,142500,108600.0000000,108600.0000000,108540.0000000,108550.0000000,161
SPFB.RTS-9.18,1,20180903,142600,108550.0000000,108570.0000000,108490.0000000,108500.0000000,335
SPFB.RTS-9.18,1,20180903,142700,108490.0000000,108550.0000000,108490.0000000,108520.0000000,225
SPFB.RTS-9.18,1,20180903,142800,108520.0000000,108540.0000000,108520.0000000,108540.0000000,67
SPFB.RTS-9.18,1,20180903,142900,108520.0000000,108530.0000000,108490.0000000,108520.0000000,204
SPFB.RTS-9.18,1,20180903,143000,108510.0000000,108520.0000000,108440.0000000,108490.0000000,382
