<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-3.18,5,20171204,120000,112540.0000000,112540.0000000,112540.0000000,112540.0000000,6
SPFB.RTS-3.18,5,20171204,120500,112560.0000000,112590.0000000,112510.0000000,112510.0000000,20
SPFB.RTS-3.18,5,20171204,121000,112500.0000000,112500.0000000,112500.0000000,112500.0000000,10
SPFB.RTS-3.18,5,20171204,121500,112550.0000000,112580.0000000,112490.0000000,112490.0000000,29
SPFB.RTS-3.18,5,20171204,122000,112480.0000000,112520.0000000,112480.0000000,112520.0000000,2
SPFB.RTS-3.18,5,20171204,122500,112540.0000000,112540.0000000,112410.0000000,112410.0000000,2
SPFB.RTS-3.18,5,20171204,123000,112230.0000000,112330.0000000,112230.0000000,112330.0000000,5
SPFB.RTS-3.18,5,20171204,123500,112320.0000000,112320.0000000,112210.0000000,112210.0000000,7
SPFB.RTS-3.18,5,20171204,124000,112300.0000000,112320.0000000,112280.0000000,112320.0000000,3
SPFB.RTS-3.18,5,20171204,124500,112580.0000000,112580.0000000,112580.0000000,112580.0000000,10
SPFB.RTS-3.18,5,20171204,125000,112510.0000000,112720.0000000,112510.0000000,112710.0000000,10
SPFB.RTS-3.18,5,20171204,125500,112750.0000000,112830.0000000,112640.0000000,112640.0000000,31
SPFB.RTS-3.18,5,20171204,130000,112650.0000000,112660.0000000,112640.0000000,112640.0000000,6
SPFB.RTS-3.18,5,20171204,130500,112700.0000000,112840.0000000,112700.0000000,112830.0000000,21
SPFB.RTS-3.18,5,20171204,131000,112900.0000000,112900.0000000,112850.0000000,112850.0000000,24
SPFB.RTS-3.18,5,20171204,131500,112710.0000000,112710.0000000,112710.0000000,112710.0000000,4
SPFB.RTS-3.18,5,20171204,132500,112750.0000000,112770.0000000,112740.0000000,112740.0000000,9
SPFB.RTS-3.18,5,20171204,133000,112750.0000000,112750.0000000,112750.0000000,112750.0000000,1
SPFB.RTS-3.18,5,20171204,133500,112760.0000000,112760.0000000,112760.0000000,112760.0000000,6
SPFB.RTS-3.18,5,20171204,134000,112750.0000000,112810.0000000,112750.0000000,112800.0000000,37
SPFB.RTS-3.18,5,20171204,134500,112730.0000000,112800.0000000,112730.0000000,112800.0000000,3
SPFB.RTS-3.18,5,20171204,135500,112780.0000000,112790.0000000,112760.0000000,112790.0000000,13
SPFB.RTS-3.18,5,20171204,140500,112790.0000000,112800.0000000,112790.0000000,112800.0000000,4
SPFB.RTS-3.18,5,20171204,141000,112810.0000000,112810.0000000,112810.0000000,112810.0000000,1
SPFB.RTS-3.18,5,20171204,141500,112800.0000000,112800.0000000,112800.0000000,112800.0000000,1
SPFB.RTS-3.18,5,20171204,142000,112880.0000000,112900.0000000,112840.0000000,112840.0000000,23
SPFB.RTS-3.18,5,20171204,142500,112850.0000000,112850.0000000,112830.0000000,112830.0000000,2
SPFB.RTS-3.18,5,20171204,143500,112870.0000000,112870.0000000,112870.0000000,112870.0000000,1
SPFB.RTS-3.18,5,20171204,144000,112880.0000000,112970.0000000,112830.0000000,112860.0000000,44
SPFB.RTS-3.18,5,20171204,144500,112890.0000000,112980.0000000,112890.0000000,112940.0000000,10
SPFB.RTS-3.18,5,20171204,145000,112950.0000000,113090.0000000,112930.0000000,113030.0000000,67
SPFB.RTS-3.18,5,20171204,145500,113050.0000000,113100.0000000,113020.0000000,113100.0000000,44
SPFB.RTS-3.18,5,20171204,150000,113050.0000000,113050.0000000,113040.0000000,113050.0000000,3
SPFB.RTS-3.18,5,20171204,151000,113000.0000000,113000.0000000,113000.0000000,113000.0000000,3
SPFB.RTS-3.18,5,20171204,151500,112890.0000000,112990.0000000,112890.0000000,112940.0000000,18
SPFB.RTS-3.18,5,20171204,152000,112940.0000000,112940.0000000,112940.0000000,112940.0000000,92
SPFB.RTS-3.18,5,20171204,152500,112940.0000000,112940.0000000,112940.0000000,112940.0000000,2
SPFB.RTS-3.18,5,20171204,153000,112940.0000000,112940.0000000,112940.0000000,112940.0000000,2
SPFB.RTS-3.18,5,20171204,154000,112980.0000000,112980.0000000,112980.0000000,112980.0000000,5
SPFB.RTS-3.18,5,20171204,154500,113170.0000000,113220.0000000,113160.0000000,113200.0000000,78
SPFB.RTS-3.18,5,20171204,160000,113180.0000000,113180.0000000,113180.0000000,113180.0000000,1
SPFB.RTS-3.18,5,20171204,160500,113220.0000000,113360.0000000,113220.0000000,113360.0000000,15
SPFB.RTS-3.18,5,20171204,161000,113370.0000000,113420.0000000,113320.0000000,113420.0000000,23
SPFB.RTS-3.18,5,20171204,161500,113420.0000000,113420.0000000,113420.0000000,113420.0000000,1
SPFB.RTS-3.18,5,20171204,162000,113360.0000000,113360.0000000,113360.0000000,113360.0000000,6
SPFB.RTS-3.18,5,20171204,162500,113360.0000000,113360.0000000,113210.0000000,113210.0000000,41
SPFB.RTS-3.18,5,20171204,163500,113210.0000000,113210.0000000,113210.0000000,113210.0000000,1
SPFB.RTS-3.18,5,20171204,164500,113160.0000000,113170.0000000,113150.0000000,113150.0000000,5
SPFB.RTS-3.18,5,20171204,165000,113200.0000000,113200.0000000,113200.0000000,113200.0000000,1
SPFB.RTS-3.18,5,20171204,170000,113260.0000000,113260.0000000,113240.0000000,113240.0000000,2
SPFB.RTS-3.18,5,20171204,170500,113210.0000000,113250.0000000,113200.0000000,113250.0000000,22
SPFB.RTS-3.18,5,20171204,171000,113220.0000000,113220.0000000,113090.0000000,113100.0000000,9
SPFB.RTS-3.18,5,20171204,172000,113170.0000000,113230.0000000,113170.0000000,113230.0000000,24
SPFB.RTS-3.18,5,20171204,172500,113220.0000000,113310.0000000,113200.0000000,113300.0000000,34
SPFB.RTS-3.18,5,20171204,173000,113330.0000000,113490.0000000,113330.0000000,113340.0000000,167
SPFB.RTS-3.18,5,20171204,173500,113330.0000000,113570.0000000,113330.0000000,113500.0000000,63
SPFB.RTS-3.18,5,20171204,174000,113560.0000000,113660.0000000,113530.0000000,113610.0000000,72
SPFB.RTS-3.18,5,20171204,174500,113550.0000000,113550.0000000,113490.0000000,113490.0000000,17
SPFB.RTS-3.18,5,20171204,175000,113560.0000000,113560.0000000,113490.0000000,113490.0000000,3
SPFB.RTS-3.18,5,20171204,175500,113360.0000000,113450.0000000,113360.0000000,113390.0000000,11
SPFB.RTS-3.18,5,20171204,180500,113460.0000000,113460.0000000,113310.0000000,113380.0000000,7
SPFB.RTS-3.18,5,20171204,181000,113520.0000000,113520.0000000,113520.0000000,113520.0000000,1
SPFB.RTS-3.18,5,20171204,181500,113390.0000000,113390.0000000,113350.0000000,113360.0000000,14
SPFB.RTS-3.18,5,20171204,182000,113400.0000000,113410.0000000,113390.0000000,113410.0000000,6
SPFB.RTS-3.18,5,20171204,183000,113400.0000000,113400.0000000,113290.0000000,113290.0000000,13
SPFB.RTS-3.18,5,20171204,183500,113300.0000000,113320.0000000,113280.0000000,113300.0000000,19
SPFB.RTS-3.18,5,20171204,184000,113410.0000000,113550.0000000,113410.0000000,113550.0000000,14
SPFB.RTS-3.18,5,20171204,190000,113270.0000000,113270.0000000,113270.0000000,113270.0000000,2
SPFB.RTS-3.18,5,20171204,190500,113250.0000000,113250.0000000,113210.0000000,113250.0000000,8
SPFB.RTS-3.18,5,20171204,191000,113250.0000000,113250.0000000,113250.0000000,113250.0000000,1
SPFB.RTS-3.18,5,20171204,192000,113430.0000000,113430.0000000,113400.0000000,113400.0000000,3
SPFB.RTS-3.18,5,20171204,192500,113420.0000000,113420.0000000,113360.0000000,113360.0000000,3
SPFB.RTS-3.18,5,20171204,193000,113390.0000000,113390.0000000,113390.0000000,113390.0000000,2
SPFB.RTS-3.18,5,20171204,193500,113350.0000000,113350.0000000,113350.0000000,113350.0000000,1
SPFB.RTS-3.18,5,20171204,194000,113430.0000000,113430.0000000,113420.0000000,113420.0000000,33
SPFB.RTS-3.18,5,20171204,194500,113430.0000000,113430.0000000,113420.0000000,113420.0000000,19
SPFB.RTS-3.18,5,20171204,195000,113410.0000000,113410.0000000,113410.0000000,113410.0000000,1
SPFB.RTS-3.18,5,20171204,200000,113380.0000000,113480.0000000,113370.0000000,113480.0000000,6
SPFB.RTS-3.18,5,20171204,200500,113450.0000000,113470.0000000,113450.0000000,113470.0000000,2
SPFB.RTS-3.18,5,20171204,201000,113440.0000000,113480.0000000,113440.0000000,113480.0000000,4
SPFB.RTS-3.18,5,20171204,202500,113390.0000000,113390.0000000,113390.0000000,113390.0000000,1
SPFB.RTS-3.18,5,20171204,205000,113460.0000000,113460.0000000,113460.0000000,113460.0000000,1
SPFB.RTS-3.18,5,20171204,205500,113440.0000000,113440.0000000,113440.0000000,113440.0000000,2
SPFB.RTS-3.18,5,20171204,211500,113490.0000000,113540.0000000,113490.0000000,113540.0000000,3
SPFB.RTS-3.18,5,20171204,212500,113520.0000000,113520.0000000,113520.0000000,113520.0000000,2
SPFB.RTS-3.18,5,20171204,213000,113510.0000000,113510.0000000,113490.0000000,113490.0000000,10
SPFB.RTS-3.18,5,20171204,214000,113470.0000000,113470.0000000,113430.0000000,113430.0000000,7
SPFB.RTS-3.18,5,20171204,214500,113400.0000000,113450.0000000,113400.0000000,113430.0000000,8
SPFB.RTS-3.18,5,20171204,221000,113400.0000000,113400.0000000,113400.0000000,113400.0000000,5
SPFB.RTS-3.18,5,20171204,221500,113400.0000000,113400.0000000,113380.0000000,113380.0000000,2
SPFB.RTS-3.18,5,20171204,222000,113350.0000000,113360.0000000,113350.0000000,113360.0000000,2
SPFB.RTS-3.18,5,20171204,222500,113340.0000000,113340.0000000,113250.0000000,113250.0000000,7
SPFB.RTS-3.18,5,20171204,223000,113270.0000000,113270.0000000,113270.0000000,113270.0000000,10
SPFB.RTS-3.18,5,20171204,224000,113230.0000000,113230.0000000,113230.0000000,113230.0000000,1
SPFB.RTS-3.18,5,20171204,225000,113240.0000000,113240.0000000,113150.0000000,113150.0000000,20
SPFB.RTS-3.18,5,20171204,225500,113160.0000000,113170.0000000,113160.0000000,113170.0000000,2
SPFB.RTS-3.18,5,20171204,230000,113140.0000000,113140.0000000,113120.0000000,113140.0000000,4
SPFB.RTS-3.18,5,20171204,231000,113120.0000000,113130.0000000,113120.0000000,113130.0000000,8
SPFB.RTS-3.18,5,20171204,231500,113100.0000000,113130.0000000,113100.0000000,113130.0000000,4
SPFB.RTS-3.18,5,20171204,232000,113100.0000000,113110.0000000,113100.0000000,113110.0000000,4
SPFB.RTS-3.18,5,20171204,232500,113110.0000000,113110.0000000,113100.0000000,113100.0000000,3
SPFB.RTS-3.18,5,20171204,233500,113020.0000000,113030.0000000,113000.0000000,113000.0000000,7
SPFB.RTS-3.18,5,20171204,234000,113020.0000000,113020.0000000,113020.0000000,113020.0000000,2
SPFB.RTS-3.18,5,20171204,234500,113000.0000000,113000.0000000,112920.0000000,112960.0000000,9
SPFB.RTS-3.18,5,20171205,100000,112950.0000000,113120.0000000,112950.0000000,113110.0000000,43
SPFB.RTS-3.18,5,20171205,100500,113050.0000000,113050.0000000,113040.0000000,113040.0000000,2
SPFB.RTS-3.18,5,20171205,101000,113150.0000000,113220.0000000,113150.0000000,113180.0000000,16
SPFB.RTS-3.18,5,20171205,101500,113260.0000000,113260.0000000,113100.0000000,113210.0000000,44
SPFB.RTS-3.18,5,20171205,102000,113190.0000000,113190.0000000,113040.0000000,113090.0000000,30
SPFB.RTS-3.18,5,20171205,102500,113150.0000000,113150.0000000,113150.0000000,113150.0000000,2
SPFB.RTS-3.18,5,20171205,103000,113040.0000000,113280.0000000,113040.0000000,113150.0000000,11
SPFB.RTS-3.18,5,20171205,103500,113100.0000000,113200.0000000,113100.0000000,113130.0000000,21
SPFB.RTS-3.18,5,20171205,104000,113100.0000000,113210.0000000,113100.0000000,113210.0000000,27
SPFB.RTS-3.18,5,20171205,104500,113250.0000000,113400.0000000,113250.0000000,113370.0000000,57
SPFB.RTS-3.18,5,20171205,105000,113410.0000000,113410.0000000,113280.0000000,113280.0000000,12
SPFB.RTS-3.18,5,20171205,105500,113380.0000000,113380.0000000,113320.0000000,113320.0000000,4
SPFB.RTS-3.18,5,20171205,110000,113300.0000000,113370.0000000,113300.0000000,113350.0000000,8
SPFB.RTS-3.18,5,20171205,111000,113180.0000000,113180.0000000,113100.0000000,113110.0000000,17
SPFB.RTS-3.18,5,20171205,111500,113100.0000000,113110.0000000,113080.0000000,113080.0000000,14
SPFB.RTS-3.18,5,20171205,112000,113130.0000000,113130.0000000,113130.0000000,113130.0000000,1
SPFB.RTS-3.18,5,20171205,113000,113100.0000000,113100.0000000,112960.0000000,112990.0000000,27
SPFB.RTS-3.18,5,20171205,113500,113010.0000000,113080.0000000,113010.0000000,113070.0000000,44
SPFB.RTS-3.18,5,20171205,114000,113140.0000000,113140.0000000,113120.0000000,113140.0000000,5
SPFB.RTS-3.18,5,20171205,114500,113120.0000000,113120.0000000,113120.0000000,113120.0000000,2
SPFB.RTS-3.18,5,20171205,115000,113160.0000000,113230.0000000,113160.0000000,113210.0000000,25
SPFB.RTS-3.18,5,20171205,115500,113280.0000000,113280.0000000,113250.0000000,113250.0000000,2
SPFB.RTS-3.18,5,20171205,120000,113110.0000000,113110.0000000,112980.0000000,112980.0000000,44
SPFB.RTS-3.18,5,20171205,120500,112950.0000000,113060.0000000,112950.0000000,113050.0000000,6
SPFB.RTS-3.18,5,20171205,121000,113000.0000000,113000.0000000,113000.0000000,113000.0000000,5
SPFB.RTS-3.18,5,20171205,121500,113010.0000000,113010.0000000,113010.0000000,113010.0000000,2
SPFB.RTS-3.18,5,20171205,122000,113010.0000000,113010.0000000,113010.0000000,113010.0000000,2
SPFB.RTS-3.18,5,20171205,122500,113070.0000000,113070.0000000,113070.0000000,113070.0000000,1
SPFB.RTS-3.18,5,20171205,124000,113010.0000000,113010.0000000,112990.0000000,112990.0000000,6
SPFB.RTS-3.18,5,20171205,124500,112950.0000000,112960.0000000,112850.0000000,112960.0000000,51
SPFB.RTS-3.18,5,20171205,125000,112990.0000000,112990.0000000,112990.0000000,112990.0000000,1
SPFB.RTS-3.18,5,20171205,125500,112990.0000000,113060.0000000,112990.0000000,113050.0000000,43
SPFB.RTS-3.18,5,20171205,130000,113000.0000000,113000.0000000,113000.0000000,113000.0000000,4
SPFB.RTS-3.18,5,20171205,130500,112940.0000000,112990.0000000,112940.0000000,112990.0000000,4
SPFB.RTS-3.18,5,20171205,131000,113020.0000000,113140.0000000,113000.0000000,113140.0000000,4
SPFB.RTS-3.18,5,20171205,131500,113010.0000000,113010.0000000,113010.0000000,113010.0000000,1
SPFB.RTS-3.18,5,20171205,132000,113000.0000000,113000.0000000,113000.0000000,113000.0000000,10
SPFB.RTS-3.18,5,20171205,133500,112950.0000000,112950.0000000,112950.0000000,112950.0000000,2
SPFB.RTS-3.18,5,20171205,134000,112950.0000000,112950.0000000,112950.0000000,112950.0000000,2
SPFB.RTS-3.18,5,20171205,134500,113010.0000000,113010.0000000,113010.0000000,113010.0000000,3
SPFB.RTS-3.18,5,20171205,135000,112920.0000000,112920.0000000,112910.0000000,112910.0000000,12
SPFB.RTS-3.18,5,20171205,135500,112950.0000000,112960.0000000,112910.0000000,112910.0000000,13
SPFB.RTS-3.18,5,20171205,140500,112870.0000000,112910.0000000,112870.0000000,112910.0000000,4
SPFB.RTS-3.18,5,20171205,141000,112950.0000000,112950.0000000,112950.0000000,112950.0000000,1
SPFB.RTS-3.18,5,20171205,141500,112980.0000000,112980.0000000,112980.0000000,112980.0000000,5
SPFB.RTS-3.18,5,20171205,142000,112940.0000000,112950.0000000,112940.0000000,112950.0000000,15
SPFB.RTS-3.18,5,20171205,142500,112980.0000000,112980.0000000,112980.0000000,112980.0000000,5
SPFB.RTS-3.18,5,20171205,143000,113000.0000000,113040.0000000,112990.0000000,113040.0000000,48
SPFB.RTS-3.18,5,20171205,143500,113020.0000000,113020.0000000,112960.0000000,112960.0000000,8
SPFB.RTS-3.18,5,20171205,144000,112930.0000000,112930.0000000,112890.0000000,112890.0000000,26
SPFB.RTS-3.18,5,20171205,144500,112900.0000000,112960.0000000,112890.0000000,112960.0000000,6
SPFB.RTS-3.18,5,20171205,145000,112960.0000000,112990.0000000,112940.0000000,112940.0000000,35
SPFB.RTS-3.18,5,20171205,145500,112920.0000000,112920.0000000,112890.0000000,112920.0000000,9
SPFB.RTS-3.18,5,20171205,150000,112870.0000000,112870.0000000,112870.0000000,112870.0000000,8
SPFB.RTS-3.18,5,20171205,150500,112930.0000000,112950.0000000,112930.0000000,112950.0000000,3
SPFB.RTS-3.18,5,20171205,151000,112990.0000000,113100.0000000,112990.0000000,113100.0000000,14
SPFB.RTS-3.18,5,20171205,151500,113050.0000000,113050.0000000,113050.0000000,113050.0000000,7
SPFB.RTS-3.18,5,20171205,152000,113040.0000000,113050.0000000,113030.0000000,113030.0000000,3
SPFB.RTS-3.18,5,20171205,153000,113100.0000000,113160.0000000,113100.0000000,113160.0000000,9
SPFB.RTS-3.18,5,20171205,153500,113120.0000000,113120.0000000,113120.0000000,113120.0000000,1
SPFB.RTS-3.18,5,20171205,154000,113140.0000000,113160.0000000,113100.0000000,113100.0000000,18
SPFB.RTS-3.18,5,20171205,154500,113130.0000000,113130.0000000,113130.0000000,113130.0000000,1
SPFB.RTS-3.18,5,20171205,155500,113180.0000000,113200.0000000,113060.0000000,113060.0000000,11
SPFB.RTS-3.18,5,20171205,160000,113070.0000000,113070.0000000,113070.0000000,113070.0000000,10
SPFB.RTS-3.18,5,20171205,161000,113210.0000000,113210.0000000,113210.0000000,113210.0000000,20
SPFB.RTS-3.18,5,20171205,161500,113220.0000000,113240.0000000,113220.0000000,113240.0000000,21
SPFB.RTS-3.18,5,20171205,162000,113240.0000000,113550.0000000,113240.0000000,113480.0000000,104
SPFB.RTS-3.18,5,20171205,162500,113400.0000000,113430.0000000,113340.0000000,113340.0000000,7
SPFB.RTS-3.18,5,20171205,163000,113340.0000000,113420.0000000,113340.0000000,113420.0000000,16
SPFB.RTS-3.18,5,20171205,163500,113370.0000000,113370.0000000,113330.0000000,113330.0000000,10
SPFB.RTS-3.18,5,20171205,164000,113320.0000000,113410.0000000,113290.0000000,113410.0000000,48
SPFB.RTS-3.18,5,20171205,164500,113440.0000000,113440.0000000,113400.0000000,113410.0000000,5
SPFB.RTS-3.18,5,20171205,165000,113390.0000000,113390.0000000,113300.0000000,113320.0000000,38
SPFB.RTS-3.18,5,20171205,165500,113330.0000000,113420.0000000,113330.0000000,113390.0000000,14
SPFB.RTS-3.18,5,20171205,170000,113420.0000000,113420.0000000,113240.0000000,113340.0000000,31
SPFB.RTS-3.18,5,20171205,170500,113330.0000000,113370.0000000,113300.0000000,113370.0000000,18
SPFB.RTS-3.18,5,20171205,171000,113290.0000000,113300.0000000,113290.0000000,113300.0000000,3
SPFB.RTS-3.18,5,20171205,171500,113280.0000000,113280.0000000,113280.0000000,113280.0000000,2
SPFB.RTS-3.18,5,20171205,172500,113320.0000000,113320.0000000,113320.0000000,113320.0000000,2
SPFB.RTS-3.18,5,20171205,173000,113200.0000000,113230.0000000,113100.0000000,113130.0000000,33
SPFB.RTS-3.18,5,20171205,173500,113220.0000000,113220.0000000,113220.0000000,113220.0000000,3
SPFB.RTS-3.18,5,20171205,174000,113270.0000000,113270.0000000,113250.0000000,113260.0000000,20
SPFB.RTS-3.18,5,20171205,174500,113250.0000000,113250.0000000,113240.0000000,113240.0000000,7
SPFB.RTS-3.18,5,20171205,175000,113220.0000000,113220.0000000,113140.0000000,113140.0000000,34
SPFB.RTS-3.18,5,20171205,175500,113200.0000000,113240.0000000,113170.0000000,113200.0000000,35
SPFB.RTS-3.18,5,20171205,180000,113220.0000000,113220.0000000,113140.0000000,113150.0000000,6
SPFB.RTS-3.18,5,20171205,180500,113170.0000000,113170.0000000,113170.0000000,113170.0000000,4
SPFB.RTS-3.18,5,20171205,181000,113170.0000000,113220.0000000,113170.0000000,113220.0000000,21
SPFB.RTS-3.18,5,20171205,181500,113170.0000000,113320.0000000,113160.0000000,113260.0000000,125
SPFB.RTS-3.18,5,20171205,182000,113290.0000000,113320.0000000,113290.0000000,113320.0000000,3
SPFB.RTS-3.18,5,20171205,182500,113280.0000000,113320.0000000,113280.0000000,113310.0000000,44
SPFB.RTS-3.18,5,20171205,183000,113310.0000000,113350.0000000,113280.0000000,113310.0000000,111
SPFB.RTS-3.18,5,20171205,183500,113360.0000000,113370.0000000,113310.0000000,113320.0000000,21
SPFB.RTS-3.18,5,20171205,184000,113290.0000000,113310.0000000,113260.0000000,113310.0000000,45
SPFB.RTS-3.18,5,20171205,190000,113500.0000000,113580.0000000,113500.0000000,113530.0000000,16
SPFB.RTS-3.18,5,20171205,190500,113530.0000000,113560.0000000,113360.0000000,113440.0000000,16
SPFB.RTS-3.18,5,20171205,191000,113410.0000000,113490.0000000,113410.0000000,113460.0000000,35
SPFB.RTS-3.18,5,20171205,191500,113440.0000000,113440.0000000,113420.0000000,113420.0000000,13
SPFB.RTS-3.18,5,20171205,192000,113390.0000000,113450.0000000,113370.0000000,113450.0000000,5
SPFB.RTS-3.18,5,20171205,192500,113470.0000000,113520.0000000,113470.0000000,113520.0000000,10
SPFB.RTS-3.18,5,20171205,193000,113500.0000000,113500.0000000,113480.0000000,113480.0000000,3
SPFB.RTS-3.18,5,20171205,193500,113440.0000000,113470.0000000,113440.0000000,113470.0000000,2
SPFB.RTS-3.18,5,20171205,194000,113480.0000000,113510.0000000,113440.0000000,113440.0000000,11
SPFB.RTS-3.18,5,20171205,194500,113410.0000000,113420.0000000,113410.0000000,113420.0000000,2
SPFB.RTS-3.18,5,20171205,195000,113440.0000000,113450.0000000,113410.0000000,113440.0000000,17
SPFB.RTS-3.18,5,20171205,195500,113400.0000000,113410.0000000,113320.0000000,113320.0000000,24
SPFB.RTS-3.18,5,20171205,200000,113280.0000000,113280.0000000,113250.0000000,113250.0000000,2
SPFB.RTS-3.18,5,20171205,200500,113200.0000000,113250.0000000,113200.0000000,113250.0000000,15
SPFB.RTS-3.18,5,20171205,201000,113330.0000000,113330.0000000,113330.0000000,113330.0000000,1
SPFB.RTS-3.18,5,20171205,202000,113470.0000000,113480.0000000,113470.0000000,113480.0000000,2
SPFB.RTS-3.18,5,20171205,202500,113480.0000000,113520.0000000,113480.0000000,113510.0000000,18
SPFB.RTS-3.18,5,20171205,203000,113540.0000000,113540.0000000,113500.0000000,113500.0000000,35
SPFB.RTS-3.18,5,20171205,205500,113360.0000000,113360.0000000,113330.0000000,113330.0000000,2
SPFB.RTS-3.18,5,20171205,210000,113380.0000000,113400.0000000,113380.0000000,113400.0000000,2
SPFB.RTS-3.18,5,20171205,210500,113430.0000000,113430.0000000,113420.0000000,113420.0000000,43
SPFB.RTS-3.18,5,20171205,211000,113370.0000000,113370.0000000,113370.0000000,113370.0000000,1
SPFB.RTS-3.18,5,20171205,211500,113370.0000000,113370.0000000,113370.0000000,113370.0000000,7
SPFB.RTS-3.18,5,20171205,212000,113380.0000000,113400.0000000,113370.0000000,113400.0000000,4
SPFB.RTS-3.18,5,20171205,213500,113390.0000000,113410.0000000,113390.0000000,113410.0000000,3
SPFB.RTS-3.18,5,20171205,214000,113360.0000000,113380.0000000,113360.0000000,113380.0000000,4
SPFB.RTS-3.18,5,20171205,214500,113320.0000000,113320.0000000,113320.0000000,113320.0000000,10
SPFB.RTS-3.18,5,20171205,221000,113360.0000000,113360.0000000,113360.0000000,113360.0000000,2
SPFB.RTS-3.18,5,20171205,222000,113240.0000000,113240.0000000,113220.0000000,113220.0000000,13
SPFB.RTS-3.18,5,20171205,222500,113230.0000000,113250.0000000,113230.0000000,113250.0000000,9
SPFB.RTS-3.18,5,20171205,223500,113250.0000000,113250.0000000,113250.0000000,113250.0000000,2
SPFB.RTS-3.18,5,20171205,224000,113210.0000000,113270.0000000,113200.0000000,113270.0000000,5
SPFB.RTS-3.18,5,20171205,224500,113250.0000000,113250.0000000,113250.0000000,113250.0000000,1
SPFB.RTS-3.18,5,20171205,225500,113200.0000000,113240.0000000,113200.0000000,113240.0000000,22
SPFB.RTS-3.18,5,20171205,231500,113200.0000000,113200.0000000,113200.0000000,113200.0000000,3
SPFB.RTS-3.18,5,20171205,233500,113200.0000000,113200.0000000,113190.0000000,113190.0000000,2
SPFB.RTS-3.18,5,20171205,234000,113160.0000000,113160.0000000,113150.0000000,113160.0000000,7
SPFB.RTS-3.18,5,20171206,100000,113130.0000000,113130.0000000,112660.0000000,112790.0000000,183
SPFB.RTS-3.18,5,20171206,100500,112820.0000000,112880.0000000,112730.0000000,112860.0000000,47
SPFB.RTS-3.18,5,20171206,101000,112870.0000000,112880.0000000,112780.0000000,112790.0000000,43
SPFB.RTS-3.18,5,20171206,101500,112780.0000000,112780.0000000,112530.0000000,112530.0000000,109
SPFB.RTS-3.18,5,20171206,102000,112530.0000000,112580.0000000,112490.0000000,112580.0000000,72
SPFB.RTS-3.18,5,20171206,102500,112560.0000000,112570.0000000,112540.0000000,112540.0000000,13
SPFB.RTS-3.18,5,20171206,103000,112540.0000000,112580.0000000,112500.0000000,112560.0000000,10
